City,Colors Reported,Shape Reported,State,Time
Pawnee,,,OK,1958-06-15 23:00:00
Pawnee,,LIGHT,OK,1958-06-15 23:00:00
Silverdale,,CYLINDER,WA,1958-06-30 12:00:00
Conyers,,TEARDROP,GA,1958-06-30 13:00:00
Camden,,DISK,ME,1958-06-30 16:00:00
Fort Worth,,DISK,TX,1958-06-30 20:00:00
Durham,,LIGHT,KS,1958-06-30 21:30:00
Thibodaux,,FIREBALL,LA,1958-06-30 23:00:00
Osmond,,,NE,1958-01-07 04:48:00
Muncie,,,IN,1958-01-07 21:00:00
Cheektowaga,,TEARDROP,NY,1958-10-07 09:00:00
Woodland Hills,,LIGHT,FL,1958-10-07 17:00:00
no data,,DISK,UT,1958-11-07 23:00:00
Novato,,DISK,CA,1958-07-15 17:30:00
Rock Springs,,DISK,WY,1958-07-20 21:30:00
Randallstown,,TRIANGLE,MD,1958-07-30 22:00:00
Derby,,DISK,CT,1958-01-08 19:00:00
Scarborough,,DISK,ME,1958-08-08 15:00:00
Bellevue,,LIGHT,WA,1958-10-08 21:30:00
Monroe,,OVAL,GA,1958-08-15 14:00:00
Fargo,,DISK,ND,1958-01-09 20:00:00
Perry,RED,TRIANGLE,IA,1958-01-09 21:00:00
Arthur,,,ND,1958-07-09 19:00:00
Ashland,,CIRCLE,KY,1958-09-14 19:30:00
Davis Jct.,,FIREBALL,IL,1958-09-20 22:20:00
Phelps County,,DISK,NE,1958-09-25 19:00:00
St. Paul,,OTHER,MN,1958-10-20 21:00:00
Terrebonne,,,OR,1958-10-25 20:00:00
Riverside,,LIGHT,IL,1958-10-30 01:00:00
Greenville,,DISK,RI,1958-11-15 22:30:00
Milwaukee,,DISK,WI,1958-11-25 23:00:00
South San Francisco,,DISK,CA,1959-10-01 18:30:00
New York City,,,NY,1959-01-03 23:00:00
Miami,,SPHERE,FL,1959-01-04 01:00:00
Mendham,,DISK,NJ,1959-04-15 21:00:00
Baden,,CYLINDER,PA,1959-04-26 19:00:00
Columbus,,LIGHT,OH,1959-01-05 18:30:00
El Sobrante,YELLOW,CIRCLE,CA,1959-05-05 09:00:00
Evanston,,,IL,1959-05-15 04:00:00
Cincinnati,,DISK,OH,1959-05-30 17:00:00
Wabash River,,CIRCLE,IN,1959-01-06 08:00:00
Nashville,,,TX,1959-01-06 12:00:00
Orange,,CYLINDER,CT,1959-01-06 12:00:00
Sidney,,LIGHT,OH,1959-01-06 18:30:00
Nelson,,CIGAR,NE,1959-01-06 22:00:00
Arvada,,CIRCLE,CO,1959-05-06 13:00:00
Monroe,,,MI,1959-10-06 13:00:00
Missoula,,,MT,1959-06-15 01:00:00
Minneapolis,,OTHER,MN,1959-06-15 08:30:00
Campbell,,DISK,CA,1959-06-15 10:00:00
Buffalo,,LIGHT,WV,1959-06-15 23:00:00
Minneapolis,,FORMATION,MN,1959-06-23 22:00:00
Globe,,RECTANGLE,AZ,1959-06-28 13:00:00
Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00
New York City,,OVAL,NY,1959-06-30 20:00:00
Phoenix,,DISK,AZ,1959-06-30 21:00:00
Strathmore,,DISK,CA,1959-01-07 01:00:00
Castle Rock,,CIGAR,WA,1959-01-07 20:00:00
Gardner Lake,,OVAL,ME,1959-04-07 20:00:00
Long Beach,,LIGHT,CA,1959-07-07 23:00:00
Nort Sutton,,,NH,1959-07-15 12:00:00
New Albany,,CIGAR,IN,1959-07-15 23:00:00
Worcester,,OTHER,MA,1959-07-16 18:00:00
Salem,,DISK,OH,1959-07-19 01:00:00
Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00
Allendale,,LIGHT,KY,1959-07-22 14:30:00
Golden,,DISK,TX,1959-01-08 18:00:00
Reseda,,DISK,CA,1959-10-08 01:30:00
Troy,,,NY,1959-08-13 21:00:00
Jewett,,LIGHT,NY,1959-08-13 22:30:00
Roswell,,,NM,1959-08-15 15:00:00
Mohave,,LIGHT,CA,1959-08-15 21:00:00
Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00
Fallon,,OVAL,NV,1959-09-15 00:00:00
Goldfield,,LIGHT,NV,1959-09-15 01:00:00
Dayton,,DISK,OH,1959-09-15 11:30:00
New York City,,OTHER,NY,1959-01-10 16:00:00
Jacksonville,,,IL,1959-01-10 19:00:00
Duluth,,,WI,1959-01-10 20:45:00
Duluth,,,WI,1959-05-10 18:30:00
Rock Hill,,TRIANGLE,SC,1959-05-10 19:00:00
Marysville,,OTHER,WA,1959-10-15 00:00:00
Four States,RED,SPHERE,WV,1959-10-16 22:30:00
Starke,,SPHERE,FL,1959-11-11 20:00:00
Lafayette,,CIRCLE,IN,1959-11-15 01:30:00
Los Angeles,,DISK,CA,1959-12-20 18:30:00
Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00
Del Mar,,,CA,1959-12-30 23:00:00
Bristol,,DISK,VA,1960-01-15 22:00:00
St. Paul,,CIGAR,MN,1960-01-02 22:15:00
Hartwell,,CIGAR,GA,1960-01-02 23:00:00
Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00
Houston,,TRIANGLE,TX,1960-12-03 23:00:00
Houston,,OTHER,TX,1960-01-04 21:00:00
Tucson,,LIGHT,AZ,1960-01-05 20:00:00
Schenectady,,,NY,1960-05-15 00:00:00
Terre Haute,,OTHER,IN,1960-05-15 18:00:00
Great Bend,,OTHER,KS,1960-01-06 00:00:00
Salt Lake City,,DISK,UT,1960-01-06 00:00:00
Seattle,GREEN,OVAL,WA,1960-01-06 00:00:00
Yakima,,OTHER,WA,1960-01-06 02:30:00
Palmdale,,DISK,CA,1960-01-06 12:00:00
Sacramento,,CIGAR,CA,1960-01-06 12:00:00
Chadd's Ford,,CYLINDER,PA,1960-01-06 13:00:00
New Jersey,,CIGAR,NJ,1960-01-06 13:00:00
Watervliet,,DISK,MI,1960-01-06 18:00:00
Vassalboro,,OVAL,ME,1960-01-06 20:00:00
Silverfdale,,VARIOUS,WA,1960-01-06 22:00:00
Santa Ana,,DISK,CA,1960-03-06 18:00:00
Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00
Philadelphia,,SPHERE,PA,1960-10-06 18:00:00
Barstow-Baker,,DISK,CA,1960-11-06 02:00:00
Great Falls,,FORMATION,MT,1960-12-06 14:30:00
Quincy,,DISK,CA,1960-06-13 02:00:00
Baltimore,,OTHER,MD,1960-06-15 21:00:00
Kansas City,,DISK,KS,1960-06-15 21:45:00
Chicago,,OVAL,IL,1960-06-18 23:00:00
East Bernstadt,,DISK,KY,1960-06-21 14:00:00
Albertson,,,NY,1960-06-30 00:00:00
Litchfield,,OTHER,PA,1960-06-30 12:00:00
Portland,,DISK,OR,1960-06-30 20:30:00
,,DISK,NV,1960-01-07 12:00:00
Stevens,,OTHER,MN,1960-01-07 12:00:00
Portland,,,OR,1960-01-07 20:00:00
New Berlin,,CIRCLE,WI,1960-04-07 21:30:00
Springdale,,FORMATION,AR,1960-07-07 22:00:00
La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00
Pacific Coast Highway,,,CA,1960-07-15 10:00:00
Goldsboro,,SPHERE,NC,1960-07-15 16:00:00
Amarillo,,DIAMOND,TX,1960-07-15 21:00:00
Upland,,CIRCLE,CA,1960-07-30 21:00:00
Allentown,,CYLINDER,PA,1960-01-08 12:00:00
Taftville,,DISK,CT,1960-01-08 15:00:00
Boston,,DISK,MA,1960-01-08 18:00:00
Carteret,,CIGAR,NJ,1960-01-08 18:00:00
Crystal,,CIRCLE,WI,1960-01-08 23:00:00
Cherokee,,FIREBALL,NC,1960-02-08 23:00:00
Belmont,,CIRCLE,NY,1960-10-08 01:00:00
Watchung,RED,CIGAR,NJ,1960-10-08 18:00:00
Cottonwood,,,WA,1960-08-13 19:00:00
Saugus,,CIRCLE,MA,1960-08-15 15:00:00
Framingham,,OVAL,MA,1960-08-15 16:00:00
Long Beach,,OTHER,CA,1960-08-17 21:10:00
Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00
Dickinson,,CIRCLE,ND,1960-08-28 21:00:00
Buffalo,,OVAL,NY,1960-05-09 21:00:00
Wichita,,OVAL,KS,1960-10-09 10:00:00
Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00
Seattle,,DISK,WA,1960-09-15 20:30:00
Susanville,,,CA,1960-09-15 21:00:00
Kaneohe,,LIGHT,HI,1960-10-10 20:00:00
Burnsville,,,MN,1960-10-18 00:00:00
Westbury,,DISK,NY,1960-02-11 18:00:00
Sumner,,SPHERE,WA,1960-11-11 02:00:00
Kansas City,,,KS,1960-11-15 22:00:00
Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00
Kendallville,,CIRCLE,IN,1961-01-01 13:00:00
Lancaster,,DISK,CA,1961-02-02 01:00:00
Panhandle,,DIAMOND,TX,1961-02-22 20:00:00
McGuire AFB,RED GREEN,SPHERE,NJ,1961-12-03 21:00:00
New York City,,CROSS,NY,1961-03-29 00:00:00
Shenandoah,,LIGHT,PA,1961-01-04 20:00:00
Altus,,CIRCLE,OK,1961-04-15 21:00:00
Auburn,,CIGAR,WA,1961-01-05 22:00:00
Parris Island,,VARIOUS,SC,1961-05-15 04:00:00
Alpine,,DISK,UT,1961-01-06 00:00:00
no data,,TEARDROP,NY,1961-01-06 18:00:00
Opa Locka,,OTHER,FL,1961-01-06 18:00:00
Carrollton,,,TX,1961-10-06 19:30:00
Huntsville,,TRIANGLE,AL,1961-06-15 12:00:00
Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00
Frederick,,LIGHT,OK,1961-06-15 20:30:00
Chicago,,DISK,IL,1961-06-17 19:00:00
Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00
Dallas,,DISK,GA,1961-06-22 00:00:00
Greensboro,,CIGAR,NC,1961-06-30 08:00:00
Orlando,,DISK,FL,1961-06-30 15:00:00
La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00
Rotan,,SPHERE,TX,1961-06-30 22:00:00
Lawrenceville,,CIRCLE,GA,1961-01-07 21:00:00
West Haven,,LIGHT,CT,1961-08-07 21:00:00
Sapulpa,,,OK,1961-07-15 01:00:00
Gettysburg,,CIGAR,PA,1961-07-15 11:00:00
Mount Hope,,,WV,1961-07-15 23:00:00
Newberg,,EGG,OR,1961-07-15 23:30:00
Arlington Heights,,DISK,IL,1961-07-16 19:50:00
Mill Valley,,DISK,CA,1961-01-08 00:00:00
Glenshaw,,DISK,PA,1961-05-08 21:15:00
Pittsburgh,,SPHERE,PA,1961-05-08 23:00:00
Palatine,ORANGE,DISK,IL,1961-09-08 20:00:00
New York City,,DISK,NY,1961-08-15 19:00:00
Evendale,,,OH,1961-08-30 00:00:00
Fort Benning,,DISK,GA,1961-01-09 18:46:00
Toledo,,LIGHT,OH,1961-01-09 20:30:00
Wahoo,,EGG,NE,1961-09-15 20:00:00
Toledo,,SPHERE,OH,1961-01-10 03:00:00
Tulsa,,DISK,OK,1961-01-10 03:30:00
Nashville,,DISK,TN,1961-01-10 19:00:00
Graham,,TRIANGLE,NC,1961-01-10 22:00:00
Bristol,,SPHERE,TN,1961-10-10 19:00:00
Indialantic,,OVAL,FL,1961-10-15 18:00:00
Bakersfield,RED,CIRCLE,CA,1961-11-11 23:00:00
Leesville,,FLASH,SC,1961-11-26 10:00:00
Bartow,,SPHERE,FL,1961-12-17 21:00:00
Forestburg,,SPHERE,TX,1961-12-26 20:00:00
Key West,,SPHERE,FL,1962-01-01 08:00:00
Fayetteville,,CIRCLE,NC,1962-02-19 21:00:00
Snohomish,,DIAMOND,WA,1962-01-03 08:00:00
Wendover,,DISK,UT,1962-03-03 03:00:00
Clayton,,,NC,1962-08-03 21:00:00
Camden,,SPHERE,OH,1962-03-15 10:00:00
Shenandoah,YELLOW,LIGHT,PA,1962-03-31 21:00:00
Huntingdon,GREEN,,GA,1962-04-15 21:00:00
Acoma,,CYLINDER,NM,1962-05-15 21:00:00
Toms River,,DISK,NJ,1962-05-15 21:00:00
Pittsburg,RED,VARIOUS,OK,1962-05-15 21:30:00
Whitehouse,,LIGHT,NJ,1962-05-20 23:00:00
Garland,,DISK,TX,1962-05-30 20:00:00
Bartlesville,,,OK,1962-01-06 00:00:00
Charleston,,DISK,SC,1962-01-06 12:00:00
Ellwood City,,DISK,PA,1962-01-06 12:00:00
Liberty Homes,,SPHERE,SC,1962-01-06 12:00:00
San Francisco,,CIRCLE,CA,1962-01-06 19:00:00
Aurora,,LIGHT,CO,1962-01-06 20:00:00
Benton,,DISK,IL,1962-01-06 21:30:00
Lempster,,CIRCLE,NH,1962-06-14 19:45:00
Castle Rock,,SPHERE,WA,1962-06-15 00:00:00
Lawrence County,,DISK,IL,1962-06-15 19:30:00
Booneville,,DISK,NC,1962-06-15 20:00:00
IL,,DISK,IL,1962-06-15 21:30:00
Joyce,,OTHER,WA,1962-06-16 23:30:00
Ossining,,,NY,1962-06-25 02:00:00
Orlando,,SPHERE,FL,1962-06-30 00:00:00
Granada Hills,,SPHERE,CA,1962-06-30 02:00:00
Cadiz,,,CA,1962-06-30 07:00:00
Royal Oak,,DISK,MI,1962-06-30 17:30:00
Bethpage,,TRIANGLE,NY,1962-06-30 18:00:00
Bay Area,,DISK,CA,1962-06-30 19:00:00
Miami,,OVAL,FL,1962-01-07 00:00:00
Chicago,,DISK,IL,1962-01-07 22:00:00
Seattle,,OTHER,WA,1962-01-07 22:00:00
Spearman,,,TX,1962-04-07 21:00:00
Lindsay,,CYLINDER,OK,1962-07-07 02:00:00
Tannersville,,LIGHT,NY,1962-10-07 10:00:00
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,1962-07-15 02:00:00
Chicago,,OTHER,IL,1962-07-15 19:00:00
East Windsor,ORANGE,CIRCLE,CT,1962-07-15 21:00:00
Frankfort,,OVAL,MI,1962-07-15 21:00:00
Mentor,,DISK,OH,1962-07-15 21:00:00
Sunrise Beach,,CYLINDER,MO,1962-07-15 23:00:00
Burkesville,,DISK,KY,1962-07-20 18:00:00
Springdale,,LIGHT,AR,1962-07-20 21:00:00
Rensselaer,,OTHER,NY,1962-07-24 12:00:00
Savannah,,DISK,GA,1962-01-08 15:00:00
Beaverton,,TRIANGLE,OR,1962-01-08 19:30:00
Ship's Bottom,,,NJ,1962-01-08 23:00:00
Lodi,RED,OTHER,OH,1962-08-08 14:00:00
Wellington,,,KS,1962-10-08 15:00:00
Denver,,DISK,CO,1962-08-15 17:30:00
Nenana,,OVAL,AK,1962-08-15 19:00:00
Ann Arbor,,DISK,MI,1962-08-15 20:00:00
Haverhill,,DISK,MA,1962-08-16 12:00:00
San Juan Island,,DISK,WA,1962-01-09 12:00:00
Seattle,,CIRCLE,WA,1962-01-09 12:00:00
Hopewell,,LIGHT,VA,1962-01-09 15:00:00
St. Louis,,SPHERE,MO,1962-04-09 15:30:00
Wisconsin,ORANGE,DISK,WI,1962-09-14 17:30:00
Severn,,,NC,1962-09-15 14:00:00
Island Beach State Park,,DISK,NJ,1962-09-15 18:00:00
Savannah,,OVAL,GA,1962-09-29 22:00:00
Ft. Lee,,,VA,1962-10-15 00:00:00
Chicago,,OTHER,IL,1962-10-15 22:30:00
Valparaiso,,CIGAR,FL,1962-01-11 18:00:00
Pharr,,CHEVRON,TX,1962-09-11 20:30:00
Alameda Naval Air Station,,,CA,1962-11-15 14:00:00
Runge,,SPHERE,TX,1962-11-15 21:00:00
New York City,,CIGAR,NY,1962-12-21 23:21:00
Markleville,,DISK,CA,1963-01-01 10:00:00
Helena,,DIAMOND,MT,1963-01-01 22:00:00
Holyoke,,DISK,MA,1963-01-20 22:00:00
Cape May Court House,,,NJ,1963-02-21 21:30:00
Husten,,,TX,1963-02-23 11:30:00
Normandy Park,,CYLINDER,WA,1963-03-15 13:00:00
Great Lakes,,DISK,IL,1963-03-15 17:30:00
Tucson,,TRIANGLE,AZ,1963-01-04 07:00:00
Vero Beach,,DISK,FL,1963-07-04 20:00:00
Russellton,,SPHERE,PA,1963-10-04 00:00:00
Lompoc,,DISK,CA,1963-04-15 19:30:00
Alexandria,RED,LIGHT,VA,1963-04-20 17:00:00
Lynn,,DISK,MA,1963-07-05 03:00:00
New York City,,OTHER,NY,1963-05-15 07:00:00
Towson,,OVAL,MD,1963-05-15 14:00:00
Tishimingo,,VARIOUS,OK,1963-05-15 22:00:00
Emporia,,RECTANGLE,KS,1963-05-30 17:30:00
Cocoa,,,FL,1963-01-06 00:00:00
Houston,,,TX,1963-01-06 00:00:00
San Francisco,,DISK,CA,1963-01-06 00:00:00
St. Louis County,,CIGAR,MO,1963-01-06 02:00:00
Williamsport,RED,OTHER,MD,1963-01-06 08:00:00
Gonzales,,CIGAR,TX,1963-01-06 08:30:00
Albemarle,,DISK,NC,1963-01-06 11:00:00
Houston,,CIGAR,TX,1963-01-06 12:00:00
Kirksey,,TRIANGLE,KY,1963-01-06 13:00:00
Waukegan,,FORMATION,IL,1963-01-06 16:00:00
Royal Oak,RED,TRIANGLE,MI,1963-01-06 18:00:00
Laguna Beach,,LIGHT,CA,1963-01-06 20:00:00
Rodeo,,SPHERE,CA,1963-01-06 21:00:00
Big Kandiyohi Lake,,LIGHT,MN,1963-01-06 22:00:00
Colorado Springs,,DISK,CO,1963-01-06 23:00:00
Fort Collins,,CIGAR,CO,1963-10-06 03:00:00
Menasha,,CIRCLE,WI,1963-11-06 11:00:00
Hollywood,,DISK,FL,1963-06-15 01:00:00
Milford,,OTHER,CT,1963-06-15 03:00:00
Washougal,,,WA,1963-06-15 03:33:00
North St. Paul,,DISK,MN,1963-06-15 11:30:00
Jonesboro,,CIGAR,AR,1963-06-15 18:00:00
Sacramento,,CYLINDER,CA,1963-06-15 18:15:00
Newaygo,,SPHERE,MI,1963-06-15 19:00:00
Trion,,CIRCLE,GA,1963-06-15 21:00:00
Newburgh,,OTHER,NY,1963-06-15 22:00:00
Mansfield,,LIGHT,CT,1963-06-27 19:00:00
Johnstown,,RECTANGLE,PA,1963-06-30 00:00:00
Zebulon,,OTHER,NC,1963-06-30 00:00:00
Newark,,DISK,TX,1963-06-30 06:00:00
Salt Lake City,,DISK,UT,1963-06-30 13:00:00
Anaheim,,DISK,CA,1963-06-30 14:00:00
New York City,,OVAL,NY,1963-01-07 16:00:00
Jonesboro,,DISK,AR,1963-01-07 18:00:00
Lincoln,,OTHER,MO,1963-01-07 21:00:00
Lincoln,,OTHER,MO,1963-01-07 21:12:00
Tucson,,OTHER,AZ,1963-02-07 19:30:00
East Vassalboro,ORANGE,TRIANGLE,ME,1963-03-07 21:00:00
Evanston,,DISK,IL,1963-10-07 20:00:00
Albert Lea,BLUE,OVAL,MN,1963-11-07 20:00:00
Hornell,,,NY,1963-07-14 21:30:00
Mantua,,CIRCLE,NJ,1963-07-15 00:00:00
Weingarten,,DISK,MO,1963-07-15 00:00:00
Kimberling City,,DISK,MO,1963-07-15 10:30:00
Great Lakes,,DISK,IL,1963-07-15 18:00:00
Great Lakes,,CIRCLE,IL,1963-07-15 21:00:00
Virginia Beach,,CIRCLE,VA,1963-07-15 21:00:00
Oklahoma City,,LIGHT,OK,1963-07-15 22:00:00
Santa Ana,,LIGHT,CA,1963-07-15 22:30:00
Portland,,SPHERE,OR,1963-07-15 23:00:00
Boston,,TRIANGLE,MA,1963-07-17 09:00:00
Tupelo,,DISK,MS,1963-07-20 19:30:00
Amsterdam,,DISK,NY,1963-01-08 02:00:00
Compton,,LIGHT,CA,1963-01-08 22:00:00
Wenatchee,,FORMATION,WA,1963-01-08 22:00:00
Fresno,,OTHER,CA,1963-10-08 22:00:00
Riverside,,DISK,OH,1963-12-08 21:00:00
Claycomo,,,MO,1963-08-15 06:00:00
Camas,,,WA,1963-08-20 02:30:00
Broadalbin,,LIGHT,NY,1963-08-23 22:00:00
Belchertown,BLUE,,MA,1963-08-25 22:00:00
New York City,,CIRCLE,NY,1963-03-10 21:00:00
Millington,,DISK,NJ,1963-04-10 00:00:00
Prince George,,DISK,VA,1963-04-10 19:10:00
Laurel,,OVAL,MS,1963-09-10 21:30:00
Danville,,DISK,IN,1963-10-20 19:00:00
Engelwood Cliffs,,,NJ,1963-01-11 00:00:00
Rome,,OVAL,GA,1963-10-12 23:00:00
El Cerrito,,FIREBALL,CA,1964-10-01 20:00:00
Omaha,,SPHERE,NE,1964-01-25 20:30:00
Bristow,,,OK,1964-01-03 20:00:00
Cherry Valley,,CIRCLE,CA,1964-03-29 21:00:00
Fries,,CYLINDER,VA,1964-03-30 13:00:00
Miami,,OTHER,FL,1964-03-04 18:00:00
Valley Station,,OTHER,KY,1964-04-15 19:00:00
Bancroft,,LIGHT,MI,1964-04-15 20:30:00
Seattle,,DISK,WA,1964-04-15 22:00:00
Orangevale,,LIGHT,CA,1964-01-05 22:00:00
Rangely,,,CO,1964-05-05 01:00:00
Pineville,,,KY,1964-10-05 02:00:00
Hardwick,,DISK,VT,1964-05-15 10:15:00
Texarkana,,DISK,AR,1964-05-15 12:00:00
Covina,,CIGAR,CA,1964-05-15 15:00:00
Covina,,CIGAR,CA,1964-05-15 15:00:00
Walden,,CIGAR,VT,1964-05-15 19:30:00
Cave Springs,,,GA,1964-05-16 08:00:00
Haltom City,,LIGHT,TX,1964-01-06 04:30:00
Sallisaw,,LIGHT,OK,1964-01-06 15:00:00
Butler,,,PA,1964-01-06 16:00:00
Los Angeles,,DISK,CA,1964-01-06 20:00:00
North Yakima,BLUE,CIRCLE,WA,1964-01-06 21:30:00
New York City,,DISK,NY,1964-05-06 10:00:00
Baltimore,,SPHERE,MD,1964-09-06 21:00:00
Montrose,BLUE,LIGHT,CO,1964-10-06 03:00:00
Chicago,ORANGE,CIRCLE,IL,1964-10-06 22:00:00
Auburndale,,CIRCLE,MA,1964-11-06 20:15:00
Dedham,,CIRCLE,MA,1964-11-06 21:40:00
Reno,,DISK,NV,1964-06-14 13:00:00
Winnamucca,,LIGHT,NV,1964-06-15 01:00:00
Miami,,LIGHT,FL,1964-06-15 06:00:00
Great Falls,,SPHERE,MT,1964-06-15 11:00:00
Tulsa,,CIRCLE,OK,1964-06-15 13:00:00
Milan,RED,SPHERE,TN,1964-06-15 21:00:00
Anchorville,,DISK,MI,1964-06-15 21:30:00
Marble Falls,,LIGHT,TX,1964-06-15 22:00:00
Destrehan,,LIGHT,LA,1964-06-15 23:00:00
Tucson,,TRIANGLE,AZ,1964-06-19 20:00:00
Thompson,,DISK,GA,1964-06-22 14:00:00
Alexandria,RED,DISK,VA,1964-06-28 21:00:00
Atlanta,,VARIOUS,GA,1964-06-29 21:50:00
Ontonagon,,RECTANGLE,MI,1964-06-30 01:00:00
Hoquiam,,OTHER,WA,1964-06-30 14:00:00
Ft. Wayne,,TRIANGLE,IN,1964-06-30 18:00:00
Lewistown,,OTHER,IL,1964-06-30 21:30:00
Paloma,ORANGE,OTHER,CA,1964-06-30 22:00:00
Laurel Springs,,OTHER,NJ,1964-01-07 12:00:00
Omaha,,DISK,NE,1964-01-07 20:00:00
Wautoma,,LIGHT,WI,1964-07-07 21:30:00
no data,,LIGHT,PA,1964-08-07 00:00:00
Chicago,,DISK,IL,1964-09-07 22:30:00
Defiance,,LIGHT,OH,1964-10-07 22:00:00
Drew,,CIRCLE,OR,1964-12-07 12:00:00
Hamilton,RED,OVAL,MT,1964-07-14 13:00:00
Dayton,,DISK,OH,1964-07-15 08:00:00
Brunswick,,FORMATION,GA,1964-07-15 12:00:00
Washington,,OTHER,MO,1964-07-15 15:00:00
Fishersville,,FIREBALL,VA,1964-07-15 19:00:00
Las Vegas,,CIRCLE,NV,1964-07-15 23:00:00
Rosebush,,,MI,1964-07-16 01:00:00
New Jersey,,LIGHT,NJ,1964-07-20 20:00:00
Holden,,LIGHT,MA,1964-07-31 22:00:00
Stonington,,DISK,CT,1964-01-08 06:00:00
Chicago,,FORMATION,IL,1964-01-08 09:30:00
Duquesne,,CIGAR,PA,1964-01-08 15:00:00
Samuel-,,FIREBALL,KY,1964-01-08 19:30:00
Charlestown,,LIGHT,RI,1964-01-08 20:00:00
Morro Bay,,TRIANGLE,CA,1964-01-08 21:00:00
Boston,,CIRCLE,MA,1964-04-08 09:30:00
Bonfield,,DIAMOND,IL,1964-12-08 00:00:00
Taylorville,,DISK,IL,1964-08-13 23:30:00
Portland,,CIRCLE,ME,1964-08-14 23:00:00
St. Louis,,FIREBALL,MO,1964-08-15 20:00:00
Atlantic Ocean,,CIGAR,VA,1964-08-15 21:00:00
Los Angeles,,CROSS,CA,1964-08-20 13:00:00
St. Petersburg,,,FL,1964-08-20 22:45:00
Florence,,DISK,AL,1964-08-22 18:40:00
Oxen Hill,,OVAL,MD,1964-01-09 20:00:00
East Hartford,,FIREBALL,CT,1964-01-09 20:30:00
New York City,,DISK,NY,1964-05-09 21:00:00
Spartanburg,,DISK,SC,1964-10-09 22:00:00
Crescent Junction,,DISK,UT,1964-09-15 02:00:00
Arcade,,DISK,NY,1964-09-15 20:00:00
Yakima,,DISK,WA,1964-09-15 21:00:00
Cowpens,,DISK,SC,1964-09-15 22:00:00
Monterey,,DISK,CA,1964-09-15 22:30:00
Chicago,,SPHERE,IL,1964-09-20 20:00:00
Mt. Prospect,,DISK,IL,1964-09-25 19:00:00
Mt. Prospect,,DISK,IL,1964-09-25 19:00:00
Wilmington,,,DE,1964-09-30 00:00:00
Terrebonne,,CIGAR,OR,1964-05-10 16:45:00
Bettendorf,,OTHER,TX,1964-10-14 02:00:00
Columbus,,CIGAR,OH,1964-10-15 00:00:00
New Iberia,,CIRCLE,LA,1964-10-20 12:00:00
Detroit,,CIRCLE,MI,1964-10-20 21:00:00
Cotullia,,SPHERE,TX,1964-01-11 18:00:00
Glen Allen,,DISK,VA,1964-12-11 20:00:00
Memphis,,CIRCLE,TN,1964-11-15 22:00:00
Memphis,,SPHERE,TN,1964-11-15 22:00:00
Memphis,,CIRCLE,TN,1964-11-22 22:00:00
Mokena,,LIGHT,IL,1965-01-01 17:00:00
Conway,,LIGHT,AR,1965-01-01 20:00:00
St. Ansgar,,FIREBALL,IA,1965-01-01 20:00:00
Indianapolis,,CIRCLE,IN,1965-01-02 07:30:00
Seattle,,SPHERE,WA,1965-02-02 06:00:00
Chicago,,OVAL,IL,1965-02-15 17:00:00
Metairie,,CIRCLE,LA,1965-02-16 21:00:00
Jonesboro,BLUE,DISK,GA,1965-03-15 14:00:00
Waterville,,EGG,ME,1965-03-15 17:00:00
Austin,,,TX,1965-01-04 05:30:00
Schertz,,DISK,TX,1965-01-04 15:30:00
Nesquehoning,,TRIANGLE,PA,1965-01-04 22:30:00
Daytona Beach,,CIGAR,FL,1965-04-14 23:00:00
Tampa,,DISK,FL,1965-04-15 12:00:00
Orlando,,DISK,FL,1965-04-20 19:00:00
Newtown Square,,TRIANGLE,PA,1965-04-28 00:00:00
Guernsey,,SPHERE,WY,1965-01-05 13:00:00
York County,,OVAL,PA,1965-01-05 15:30:00
Appelton,,DISK,WI,1965-01-05 16:30:00
St. Louis County,,CIGAR,MO,1965-05-05 05:35:00
Scotland,,OTHER,AR,1965-05-05 17:00:00
Massapequa Park,,OVAL,NY,1965-12-05 21:00:00
Burlington,,DISK,WA,1965-05-15 07:30:00
Gadsden,,SPHERE,AL,1965-05-15 14:00:00
La Mesa,,DISK,CA,1965-05-15 15:00:00
Shasta Lake,,DISK,CA,1965-05-31 13:00:00
Norman,,DISK,OK,1965-01-06 00:00:00
St. Louis,,SPHERE,MO,1965-01-06 01:00:00
Deming,,DISK,NM,1965-01-06 05:00:00
Laconia,ORANGE,CYLINDER,NH,1965-01-06 09:00:00
Marathon,,DISK,WI,1965-01-06 11:00:00
Knobnoster,,OVAL,MO,1965-01-06 12:00:00
Long Beach,,CYLINDER,CA,1965-01-06 13:00:00
Scottsville,,LIGHT,KY,1965-01-06 13:00:00
